L-value,"AlmO, int (2TAPL), 1 Acm","AlmO, int (4TAPL), 1 Acm","And, int (2TAPL), 1 Acm","And, int (4TAPL), 1 Acm","AlmO, diff (2TAPL), 1 Acm","AlmO, diff (4TAPL), 1 Acm"
189.32,16.00000,9.00000,13.00000,15.00000,95,90
189.325,10.00000,12.00000,13.00000,17.00000,100,109
189.33,18.00000,17.00000,15.00000,19.00000,100,110
189.335,14.00000,27.00000,12.00000,15.00000,82,116
189.34,18.00000,15.00000,13.00000,15.00000,87,128
189.345,10.00000,14.00000,12.00000,14.00000,97,105
189.35,14.00000,6.00000,15.00000,14.00000,91,136
189.355,12.00000,11.00000,11.00000,13.00000,79,111
189.36,14.00000,22.00000,14.00000,14.00000,82,95
189.365,13.00000,19.00000,16.00000,9.00000,92,101
189.37,9.00000,18.00000,17.00000,10.00000,83,109
189.375,10.00000,12.00000,11.00000,17.00000,84,97
189.38,17.00000,15.00000,12.00000,22.00000,70,120
189.385,12.00000,14.00000,12.00000,13.00000,86,123
189.39,9.00000,15.00000,9.00000,16.00000,92,128
189.395,12.00000,10.00000,11.00000,14.00000,78,136
189.4,15.00000,19.00000,11.00000,7.00000,89,104
189.405,8.00000,13.00000,9.00000,13.00000,81,119
189.41,12.00000,6.00000,27.00000,13.00000,104,130
189.415,14.00000,19.00000,11.00000,15.00000,96,102
189.42,8.00000,9.00000,18.00000,18.00000,81,110
189.425,16.00000,16.00000,15.00000,16.00000,81,116
189.43,6.00000,12.00000,18.00000,11.00000,97,133
189.435,16.00000,15.00000,13.00000,11.00000,74,114
189.44,9.00000,11.00000,10.00000,19.00000,98,126
189.445,11.00000,11.00000,12.00000,10.00000,85,124
189.45,18.00000,9.00000,7.00000,15.00000,80,121
189.455,15.00000,10.00000,15.00000,12.00000,109,117
189.46,9.00000,14.00000,12.00000,6.00000,113,107
189.465,10.00000,15.00000,11.00000,7.00000,61,114
189.47,16.00000,8.00000,11.00000,12.00000,86,117
189.475,9.00000,7.00000,16.00000,15.00000,94,133
189.48,7.00000,14.00000,10.00000,8.00000,93,113
189.485,9.00000,15.00000,16.00000,10.00000,80,121
189.49,7.00000,7.00000,13.00000,9.00000,74,120
189.495,14.00000,12.00000,5.00000,15.00000,86,128
189.5,8.00000,9.00000,8.00000,16.00000,75,103
189.505,15.00000,12.00000,3.00000,14.00000,85,111
189.51,12.00000,9.00000,7.00000,12.00000,97,129
189.515,14.00000,12.00000,16.00000,10.00000,88,119
189.52,10.00000,11.00000,9.00000,11.00000,92,122
189.525,12.00000,12.00000,13.00000,12.00000,92,122
189.53,13.00000,16.00000,17.00000,12.00000,107,139
189.535,12.00000,13.00000,12.00000,12.00000,94,135
189.54,11.00000,12.00000,10.00000,15.00000,93,129
189.545,9.00000,15.00000,12.00000,10.00000,86,113
189.55,8.00000,12.00000,10.00000,16.00000,102,144
189.555,10.00000,6.00000,13.00000,9.00000,91,112
189.56,12.00000,4.00000,8.00000,18.00000,90,132
189.565,15.00000,11.00000,13.00000,8.00000,105,109
189.57,10.00000,15.00000,15.00000,11.00000,105,103
189.575,16.00000,9.00000,17.00000,11.00000,96,112
189.58,14.00000,10.00000,11.00000,8.00000,94,118
189.585,9.00000,9.00000,11.00000,9.00000,92,140
189.59,12.00000,14.00000,9.00000,13.00000,83,124
189.595,11.00000,14.00000,8.00000,14.00000,93,137
189.6,10.00000,10.00000,15.00000,16.00000,112,128
189.605,17.00000,11.00000,15.00000,5.00000,91,122
189.61,12.00000,17.00000,17.00000,7.00000,94,117
189.615,8.00000,12.00000,10.00000,7.00000,86,129
189.62,13.00000,8.00000,14.00000,7.00000,72,150
189.625,9.00000,8.00000,7.00000,7.00000,84,147
189.63,11.00000,7.00000,9.00000,10.00000,104,125
189.635,9.00000,12.00000,7.00000,5.00000,96,131
189.64,11.00000,11.00000,11.00000,6.00000,89,144
189.645,11.00000,6.00000,11.00000,9.00000,95,132
189.65,6.00000,6.00000,6.00000,11.00000,111,128
189.655,9.00000,13.00000,4.00000,8.00000,83,108
189.66,13.00000,8.00000,13.00000,11.00000,92,117
189.665,10.00000,14.00000,10.00000,16.00000,114,145
189.67,7.00000,10.00000,11.00000,9.00000,85,121
189.675,13.00000,14.00000,5.00000,13.00000,100,139
189.68,10.00000,12.00000,8.00000,12.00000,98,128
189.685,9.00000,11.00000,7.00000,11.00000,94,117
189.69,8.00000,11.00000,12.00000,9.00000,102,140
189.695,6.00000,10.00000,12.00000,7.00000,120,126
189.7,10.00000,11.00000,7.00000,14.00000,91,150
189.705,8.00000,9.00000,10.00000,8.00000,96,137
189.71,7.00000,6.00000,9.00000,14.00000,92,158
189.715,10.00000,10.00000,10.00000,7.00000,102,155
189.72,7.00000,12.00000,6.00000,11.00000,108,144
189.725,10.00000,12.00000,11.00000,12.00000,101,152
189.73,6.00000,11.00000,9.00000,7.00000,87,146
189.735,9.00000,6.00000,10.00000,11.00000,90,140
189.74,11.00000,10.00000,10.00000,14.00000,97,141
189.745,9.00000,9.00000,7.00000,15.00000,100,156
189.75,4.00000,12.00000,7.00000,13.00000,99,148
189.755,8.00000,16.00000,15.00000,15.00000,92,158
189.76,15.00000,12.00000,12.00000,12.00000,91,133
189.765,7.00000,16.00000,13.00000,12.00000,83,155
189.77,11.00000,7.00000,9.00000,9.00000,82,162
189.775,5.00000,11.00000,11.00000,13.00000,99,168
189.78,11.00000,10.00000,8.00000,7.00000,103,152
189.785,12.00000,15.00000,4.00000,16.00000,100,155
189.79,9.00000,9.00000,7.00000,9.00000,85,148
189.795,5.00000,15.00000,10.00000,7.00000,116,154
189.8,12.00000,13.00000,12.00000,11.00000,96,137
189.805,12.00000,8.00000,8.00000,9.00000,100,162
189.81,5.00000,13.00000,11.00000,18.00000,107,163
189.815,14.00000,10.00000,11.00000,9.00000,87,144
189.82,11.00000,5.00000,13.00000,11.00000,112,137
189.825,7.00000,12.00000,16.00000,17.00000,98,154
189.83,9.00000,18.00000,14.00000,6.00000,80,146
189.835,6.00000,9.00000,8.00000,14.00000,92,151
189.84,4.00000,13.00000,11.00000,13.00000,119,148
189.845,5.00000,12.00000,8.00000,11.00000,96,149
189.85,11.00000,10.00000,5.00000,10.00000,99,146
189.855,11.00000,8.00000,8.00000,4.00000,107,169
189.86,8.00000,8.00000,5.00000,12.00000,98,166
189.865,9.00000,10.00000,12.00000,9.00000,100,138
189.87,12.00000,9.00000,9.00000,9.00000,97,157
189.875,7.00000,16.00000,11.00000,10.00000,95,158
189.88,5.00000,9.00000,9.00000,12.00000,99,161
189.885,8.00000,14.00000,2.00000,12.00000,89,172
189.89,8.00000,8.00000,7.00000,13.00000,117,133
189.895,8.00000,10.00000,7.00000,10.00000,100,173
189.9,8.00000,6.00000,9.00000,14.00000,109,184
189.905,9.00000,13.00000,12.00000,13.00000,98,155
189.91,12.00000,10.00000,12.00000,4.00000,112,143
189.915,9.00000,13.00000,8.00000,16.00000,103,160
189.92,11.00000,10.00000,7.00000,12.00000,120,191
189.925,4.00000,5.00000,6.00000,19.00000,103,164
189.93,9.00000,5.00000,10.00000,9.00000,128,159
189.935,8.00000,11.00000,5.00000,13.00000,113,162
189.94,11.00000,10.00000,5.00000,14.00000,89,172
189.945,8.00000,3.00000,8.00000,7.00000,116,150
189.95,9.00000,13.00000,5.00000,9.00000,98,187
189.955,7.00000,10.00000,15.00000,11.00000,106,178
189.96,7.00000,11.00000,4.00000,13.00000,103,156
189.965,9.00000,8.00000,5.00000,10.00000,105,171
189.97,12.00000,10.00000,7.00000,10.00000,111,166
189.975,13.00000,9.00000,7.00000,8.00000,108,175
189.98,6.00000,17.00000,16.00000,10.00000,108,149
189.985,13.00000,8.00000,3.00000,9.00000,118,164
189.99,13.00000,14.00000,6.00000,10.00000,102,182
189.995,9.00000,14.00000,9.00000,10.00000,122,172
190,10.00000,8.00000,9.00000,8.00000,111,166
190.005,,,,,126,187
190.01,,,,,124,184
190.015,,,,,137,171
190.02,,,,,139,192
190.025,,,,,135,167
190.03,,,,,107,158
190.035,,,,,143,149
190.04,,,,,117,207
190.045,,,,,125,186
190.05,,,,,112,171
190.055,,,,,110,173
190.06,,,,,114,169
190.065,,,,,132,176
190.07,,,,,114,199
190.075,,,,,117,174
190.08,,,,,134,175
190.085,,,,,153,187
190.09,,,,,121,169
190.095,,,,,130,166
190.1,,,,,130,175
190.105,,,,,105,155
190.11,,,,,132,183
190.115,,,,,132,187
190.12,,,,,128,183
190.125,,,,,116,179
190.13,,,,,144,167
190.135,,,,,134,188
190.14,,,,,136,184
190.145,,,,,143,173
190.15,,,,,102,195
190.155,,,,,125,184
190.16,,,,,113,172
190.165,,,,,142,183
190.17,,,,,116,207
190.175,,,,,141,191
190.18,,,,,122,197
190.185,,,,,151,176
190.19,,,,,127,196
190.195,,,,,139,204
190.2,,,,,145,202
190.205,,,,,132,173
190.21,,,,,157,198
190.215,,,,,132,185
190.22,,,,,149,190
190.225,,,,,138,203
190.23,,,,,129,180
190.235,,,,,126,180
190.24,,,,,120,193
190.245,,,,,150,200
190.25,,,,,127,181
190.255,,,,,144,202
190.26,,,,,129,193
190.265,,,,,159,203
190.27,,,,,155,195
190.275,,,,,132,217
190.28,,,,,118,210
190.285,,,,,157,213
190.29,,,,,134,219
190.295,,,,,136,221
190.3,,,,,133,201
190.305,,,,,143,210
190.31,,,,,137,211
190.315,,,,,126,203
190.32,,,,,143,206
190.325,,,,,141,194
190.33,,,,,153,210
190.335,,,,,161,223
190.34,,,,,154,235
190.345,,,,,134,209
190.35,,,,,138,219
190.355,,,,,147,226
190.36,,,,,142,216
190.365,,,,,144,192
190.37,,,,,132,209
190.375,,,,,137,240
190.38,,,,,131,208
190.385,,,,,137,228
190.39,,,,,133,238
190.395,,,,,135,272
190.4,,,,,161,212
190.405,,,,,146,241
190.41,,,,,156,201
190.415,,,,,111,260
190.42,,,,,139,258
190.425,,,,,139,255
190.43,,,,,126,252
190.435,,,,,162,254
190.44,,,,,144,263
190.445,,,,,138,216
190.45,,,,,136,236
190.455,,,,,149,284
190.46,,,,,131,263
190.465,,,,,133,225
190.47,,,,,146,250
190.475,,,,,151,293
190.48,,,,,164,271
190.485,,,,,145,241
190.49,,,,,146,242
190.495,,,,,148,292
190.5,,,,,152,307
190.505,,,,,152,257
190.51,,,,,144,245
190.515,,,,,147,266
190.52,,,,,163,298
190.525,,,,,168,285
190.53,,,,,153,295
190.535,,,,,170,285
190.54,,,,,132,286
190.545,,,,,150,304
190.55,,,,,152,296
190.555,,,,,160,301
190.56,,,,,164,299
190.565,,,,,166,269
190.57,,,,,147,312
190.575,,,,,154,304
190.58,,,,,157,330
190.585,,,,,154,352
190.59,,,,,164,296
190.595,,,,,175,296
190.6,,,,,160,328
190.605,,,,,162,324
190.61,,,,,180,337
190.615,,,,,158,340
190.62,,,,,197,317
190.625,,,,,160,293
190.63,,,,,152,320
190.635,,,,,193,349
190.64,,,,,154,350
190.645,,,,,200,334
190.65,,,,,171,343
190.655,,,,,202,330
190.66,,,,,156,340
190.665,,,,,186,353
190.67,,,,,189,365
190.675,,,,,204,320
190.68,,,,,194,338
190.685,,,,,201,353
190.69,,,,,199,389
190.695,,,,,202,353
190.7,,,,,203,357
190.705,,,,,198,369
190.71,,,,,207,334
190.715,,,,,175,368
190.72,,,,,200,349
190.725,,,,,211,359
190.73,,,,,195,368
190.735,,,,,210,382
190.74,,,,,225,375
190.745,,,,,200,383
190.75,,,,,197,355
190.755,,,,,190,360
190.76,,,,,211,389
190.765,,,,,209,381
190.77,,,,,210,392
190.775,,,,,228,367
190.78,,,,,226,373
190.785,,,,,227,378
190.79,,,,,239,381
190.795,,,,,222,377
190.8,,,,,242,416
190.805,,,,,223,373
190.81,,,,,239,420
190.815,,,,,240,416
190.82,,,,,252,392
190.825,,,,,249,399
190.83,,,,,248,445
190.835,,,,,262,372
190.84,,,,,242,403
190.845,,,,,234,392
190.85,,,,,259,368
190.855,,,,,260,413
190.86,,,,,270,400
190.865,,,,,282,401
190.87,,,,,261,373
190.875,,,,,258,395
190.88,,,,,277,411
190.885,,,,,265,414
190.89,,,,,262,455
190.895,,,,,233,383
190.9,,,,,262,403
190.905,,,,,248,402
190.91,,,,,292,438
190.915,,,,,290,438
190.92,,,,,277,390
190.925,,,,,271,407
190.93,,,,,298,411
190.935,,,,,311,422
190.94,,,,,279,414
190.945,,,,,301,437
190.95,,,,,288,369
190.955,,,,,271,410
190.96,,,,,284,396
190.965,,,,,284,353
190.97,,,,,271,408
190.975,,,,,293,398
190.98,,,,,265,426
190.985,,,,,287,405
190.99,,,,,330,410
190.995,,,,,280,410
191,,,,,304,383
191.005,,,,,319,410
191.01,,,,,300,399
191.015,,,,,337,410
191.02,,,,,302,404
191.025,,,,,301,403
191.03,,,,,328,384
191.035,,,,,324,380
191.04,,,,,296,376
191.045,,,,,317,385
191.05,,,,,322,396
191.055,,,,,328,352
191.06,,,,,337,383
191.065,,,,,332,364
191.07,,,,,337,421
191.075,,,,,320,344
191.08,,,,,341,406
191.085,,,,,314,358
191.09,,,,,299,380
191.095,,,,,316,435
191.1,,,,,317,411
191.105,,,,,315,382
191.11,,,,,351,337
191.115,,,,,325,384
191.12,,,,,361,401
191.125,,,,,346,361
191.13,,,,,306,364
191.135,,,,,320,366
191.14,,,,,303,393
191.145,,,,,368,345
191.15,,,,,320,331
191.155,,,,,337,353
191.16,,,,,359,359
191.165,,,,,337,321
191.17,,,,,336,382
191.175,,,,,341,354
191.18,,,,,348,362
191.185,,,,,346,330
191.19,,,,,337,349
191.195,,,,,346,362
191.2,,,,,337,356
191.205,,,,,342,339
191.21,,,,,331,378
191.215,,,,,328,331
191.22,,,,,344,358
191.225,,,,,367,293
191.23,,,,,299,335
191.235,,,,,326,322
191.24,,,,,333,330
191.245,,,,,361,324
191.25,,,,,366,301
191.255,,,,,338,299
191.26,,,,,325,298
191.265,,,,,355,314
191.27,,,,,345,317
191.275,,,,,336,309
191.28,,,,,331,316
191.285,,,,,341,283
191.29,,,,,338,297
191.295,,,,,349,351
191.3,,,,,330,273
191.305,,,,,352,313
191.31,,,,,326,300
191.315,,,,,336,278
191.32,,,,,316,308
191.325,,,,,354,278
191.33,,,,,309,282
191.335,,,,,334,264
191.34,,,,,354,301
191.345,,,,,351,268
191.35,,,,,339,284
191.355,,,,,309,287
191.36,,,,,302,304
191.365,,,,,349,226
191.37,,,,,323,281
191.375,,,,,325,221
191.38,,,,,320,243
191.385,,,,,349,293
191.39,,,,,300,241
191.395,,,,,309,272
191.4,,,,,305,261
191.405,,,,,311,238
191.41,,,,,324,217
191.415,,,,,319,251
191.42,,,,,302,232
191.425,,,,,326,241
191.43,,,,,299,238
191.435,,,,,340,216
191.44,,,,,314,229
191.445,,,,,266,208
191.45,,,,,308,212
191.455,,,,,286,237
191.46,,,,,314,218
191.465,,,,,320,232
191.47,,,,,278,198
191.475,,,,,281,205
191.48,,,,,291,217
191.485,,,,,283,208
191.49,,,,,290,217
191.495,,,,,291,204
191.5,,,,,272,210
191.505,,,,,275,175
191.51,,,,,269,179
191.515,,,,,298,192
191.52,,,,,269,207
191.525,,,,,268,193
191.53,,,,,277,220
191.535,,,,,250,198
191.54,,,,,263,177
191.545,,,,,253,185
191.55,,,,,258,167
191.555,,,,,247,182
191.56,,,,,252,206
191.565,,,,,263,194
191.57,,,,,250,167
191.575,,,,,244,181
191.58,,,,,252,183
191.585,,,,,242,170
191.59,,,,,223,189
191.595,,,,,263,149
191.6,,,,,235,158
191.605,,,,,240,151
191.61,,,,,224,140
191.615,,,,,217,187
191.62,,,,,220,140
191.625,,,,,230,165
191.63,,,,,214,150
191.635,,,,,261,141
191.64,,,,,250,144
191.645,,,,,184,142
191.65,,,,,218,148
191.655,,,,,194,145
191.66,,,,,218,152
191.665,,,,,187,133
191.67,,,,,220,153
191.675,,,,,178,132
191.68,,,,,222,132
191.685,,,,,189,134
191.69,,,,,189,130
191.695,,,,,216,150
191.7,,,,,189,144
191.705,,,,,210,134
191.71,,,,,189,125
191.715,,,,,155,144
191.72,,,,,173,124
191.725,,,,,187,126
191.73,,,,,193,123
191.735,,,,,194,147
191.74,,,,,182,137
191.745,,,,,185,123
191.75,,,,,165,126
191.755,,,,,166,114
191.76,,,,,168,120
191.765,,,,,171,132
191.77,,,,,170,119
191.775,,,,,155,115
191.78,,,,,147,124
191.785,,,,,170,129
191.79,,,,,174,127
191.795,,,,,172,100
191.8,,,,,142,115
191.805,,,,,137,111
191.81,,,,,158,95
191.815,,,,,172,118
191.82,,,,,147,140
191.825,,,,,137,126
191.83,,,,,169,107
191.835,,,,,152,118
191.84,,,,,136,123
191.845,,,,,136,105
191.85,,,,,154,113
191.855,,,,,131,116
191.86,,,,,152,89
191.865,,,,,159,116
191.87,,,,,139,95
191.875,,,,,127,106
191.88,,,,,142,109
191.885,,,,,122,101
191.89,,,,,144,103
191.895,,,,,128,86
191.9,,,,,133,100
191.905,,,,,136,105
191.91,,,,,126,98
191.915,,,,,141,93
191.92,,,,,138,91
191.925,,,,,137,111
191.93,,,,,131,103
191.935,,,,,133,95
191.94,,,,,139,106
191.945,,,,,127,82
191.95,,,,,107,98
191.955,,,,,112,89
191.96,,,,,122,89
191.965,,,,,119,90
191.97,,,,,119,85
191.975,,,,,108,92
191.98,,,,,118,84
191.985,,,,,109,81
191.99,,,,,116,83
191.995,,,,,112,77
192,,,,,124,106
192.005,,,,,120,79
192.01,,,,,103,90
192.015,,,,,95,103
192.02,,,,,104,80
192.025,,,,,105,79
192.03,,,,,92,87
192.035,,,,,118,66
192.04,,,,,93,75
192.045,,,,,100,83
192.05,,,,,109,80
192.055,,,,,98,93
192.06,,,,,105,89
192.065,,,,,94,83
192.07,,,,,105,86
192.075,,,,,88,67
192.08,,,,,81,76
192.085,,,,,106,82
192.09,,,,,94,77
192.095,,,,,102,76
192.1,,,,,75,84
192.105,,,,,93,79
192.11,,,,,103,81
192.115,,,,,99,84
192.12,,,,,95,76
192.125,,,,,102,66
192.13,,,,,94,61
192.135,,,,,91,72
192.14,,,,,88,67
192.145,,,,,73,84
192.15,,,,,83,84
192.155,,,,,80,74
192.16,,,,,80,73
192.165,,,,,85,66
192.17,,,,,84,71
192.175,,,,,91,62
192.18,,,,,80,74
192.185,,,,,72,74
192.19,,,,,81,76
192.195,,,,,73,71
192.2,,,,,75,58
192.205,,,,,77,79
192.21,,,,,98,78
192.215,,,,,67,75
192.22,,,,,84,78
192.225,,,,,76,65
192.23,,,,,62,63
192.235,,,,,66,72
192.24,,,,,85,84
192.245,,,,,87,64
192.25,,,,,81,66
192.255,,,,,63,82
192.26,,,,,71,56
192.265,,,,,55,63
192.27,,,,,66,57
192.275,,,,,76,56
192.28,,,,,72,66
192.285,,,,,81,68
192.29,,,,,88,60
192.295,,,,,65,71
192.3,,,,,77,75
192.305,,,,,67,65
192.31,,,,,65,68
192.315,,,,,79,66
192.32,,,,,68,80
192.325,,,,,83,63
192.33,,,,,66,59
192.335,,,,,83,84
192.34,,,,,75,72
192.345,,,,,75,75
192.35,,,,,70,63
192.355,,,,,74,68
192.36,,,,,83,74
192.365,,,,,63,64
192.37,,,,,60,72
192.375,,,,,76,58
192.38,,,,,54,80
192.385,,,,,52,66
192.39,,,,,76,65
192.395,,,,,65,58
192.4,,,,,66,70
192.405,,,,,71,63
192.41,,,,,60,65
192.415,,,,,60,64
192.42,,,,,64,68
192.425,,,,,67,47
192.43,,,,,61,58
192.435,,,,,65,42
192.44,,,,,71,62
192.445,,,,,59,54
192.45,,,,,67,57
192.455,,,,,61,61
192.46,,,,,53,51
192.465,,,,,55,53
192.47,,,,,59,58
192.475,,,,,68,63
192.48,,,,,65,67
192.485,,,,,60,56
192.49,,,,,66,60
192.495,,,,,65,58
192.5,,,,,64,65
192.505,,,,,37,55
192.51,,,,,58,56
192.515,,,,,46,51
192.52,,,,,48,70
192.525,,,,,63,48
192.53,,,,,64,67
192.535,,,,,51,57
192.54,,,,,49,77
192.545,,,,,46,61
192.55,,,,,54,55
192.555,,,,,63,62
192.56,,,,,63,65
192.565,,,,,51,66
192.57,,,,,58,63
192.575,,,,,45,58
192.58,,,,,44,58
192.585,,,,,53,50
192.59,,,,,66,56
192.595,,,,,57,66
192.6,,,,,56,80
192.605,,,,,57,59
192.61,,,,,61,73
192.615,,,,,50,56
192.62,,,,,48,60
192.625,,,,,62,69
192.63,,,,,56,47
192.635,,,,,64,85
192.64,,,,,56,55
192.645,,,,,67,59
192.65,,,,,57,49
192.655,,,,,59,53
192.66,,,,,54,44
192.665,,,,,65,70
192.67,,,,,68,59
192.675,,,,,60,53
192.68,,,,,54,75
192.685,,,,,53,58
192.69,,,,,58,57
192.695,,,,,62,69
192.7,,,,,62,54
192.705,,,,,55,63
192.71,,,,,46,52
192.715,,,,,35,58
192.72,,,,,54,56
192.725,,,,,48,68
192.73,,,,,65,43
192.735,,,,,59,51
192.74,,,,,47,50
192.745,,,,,51,52
192.75,,,,,36,66
192.755,,,,,56,51
192.76,,,,,64,53
192.765,,,,,56,59
192.77,,,,,56,46
192.775,,,,,69,55
192.78,,,,,48,50
192.785,,,,,51,57
192.79,,,,,67,54
192.795,,,,,59,55
192.8,,,,,62,57
192.805,,,,,46,51
192.81,,,,,45,52
192.815,,,,,48,50
192.82,,,,,31,66
192.825,,,,,46,51
192.83,,,,,34,59
192.835,,,,,56,52
192.84,,,,,37,60
192.845,,,,,43,70
192.85,,,,,54,46
192.855,,,,,50,47
192.86,,,,,50,53
192.865,,,,,44,43
192.87,,,,,45,39
192.875,,,,,51,49
192.88,,,,,50,55
192.885,,,,,43,58
192.89,,,,,37,56
192.895,,,,,54,51
192.9,,,,,58,43
192.905,,,,,55,58
192.91,,,,,51,38
192.915,,,,,48,47
192.92,,,,,41,51
192.925,,,,,63,49
192.93,,,,,48,47
192.935,,,,,49,55
192.94,,,,,45,48
192.945,,,,,54,58
192.95,,,,,52,63
192.955,,,,,58,45
192.96,,,,,40,52
192.965,,,,,49,51
192.97,,,,,56,46
192.975,,,,,57,49
192.98,,,,,50,53
192.985,,,,,40,40
192.99,,,,,56,48
192.995,,,,,41,42
193,,,,,40,44
193.005,,,,,53,43
193.01,,,,,50,41
193.015,,,,,39,51
193.02,,,,,43,39
193.025,,,,,42,42
193.03,,,,,34,40
193.035,,,,,40,50
193.04,,,,,39,38
193.045,,,,,41,38
193.05,,,,,53,54
193.055,,,,,35,47
193.06,,,,,46,51
193.065,,,,,47,48
193.07,,,,,40,47
193.075,,,,,37,30
193.08,,,,,42,47
193.085,,,,,46,44
193.09,,,,,42,37
193.095,,,,,46,41
193.1,,,,,36,48
193.105,,,,,34,42
193.11,,,,,47,52
193.115,,,,,41,39
193.12,,,,,40,48
193.125,,,,,29,42
193.13,,,,,54,51
193.135,,,,,31,36
193.14,,,,,42,46
193.145,,,,,46,38
193.15,,,,,42,42
193.155,,,,,41,57
193.16,,,,,44,48
193.165,,,,,38,42
193.17,,,,,46,43
193.175,,,,,39,48
193.18,,,,,44,32
193.185,,,,,38,49
193.19,,,,,40,35
193.195,,,,,35,39
193.2,,,,,46,40
193.205,,,,,42,38
193.21,,,,,41,39
193.215,,,,,37,38
193.22,,,,,39,43
193.225,,,,,54,39
193.23,,,,,42,41
193.235,,,,,45,31
193.24,,,,,47,42
193.245,,,,,38,28
193.25,,,,,42,31
193.255,,,,,32,43
193.26,,,,,32,42
193.265,,,,,39,38
193.27,,,,,39,35
193.275,,,,,30,41
193.28,,,,,35,41
193.285,,,,,46,20
193.29,,,,,39,43
193.295,,,,,29,30
193.3,,,,,42,55
193.305,,,,,40,40
193.31,,,,,30,30
193.315,,,,,28,36
193.32,,,,,29,38
193.325,,,,,38,38
193.33,,,,,41,43
193.335,,,,,31,31
193.34,,,,,30,32
193.345,,,,,33,36
193.35,,,,,28,46
193.355,,,,,29,41
193.36,,,,,43,33
193.365,,,,,34,29
193.37,,,,,39,44
193.375,,,,,27,37
193.38,,,,,41,43
193.385,,,,,31,44
193.39,,,,,35,32
193.395,,,,,28,43
193.4,,,,,32,35
193.405,,,,,31,27
193.41,,,,,42,31
193.415,,,,,38,36
193.42,,,,,34,39
193.425,,,,,36,37
193.43,,,,,32,26
193.435,,,,,32,19
193.44,,,,,38,31
193.445,,,,,23,32
193.45,,,,,29,28
193.455,,,,,29,37
193.46,,,,,37,45
193.465,,,,,32,35
193.47,,,,,33,35
193.475,,,,,30,38
193.48,,,,,31,24
193.485,,,,,31,21
193.49,,,,,27,32
193.495,,,,,27,25
193.5,,,,,37,40
193.505,,,,,34,29
193.51,,,,,32,43
193.515,,,,,23,27
193.52,,,,,43,32
193.525,,,,,24,30
193.53,,,,,24,40
193.535,,,,,29,23
193.54,,,,,28,30
193.545,,,,,31,37
193.55,,,,,25,20
193.555,,,,,38,32
193.56,,,,,26,28
193.565,,,,,28,29
193.57,,,,,31,30
193.575,,,,,35,29
193.58,,,,,24,23
193.585,,,,,30,33
193.59,,,,,36,30
193.595,,,,,36,28
193.6,,,,,30,22
193.605,,,,,28,24
193.61,,,,,28,25
193.615,,,,,27,34
193.62,,,,,25,31
193.625,,,,,26,35
193.63,,,,,27,36
193.635,,,,,35,33
193.64,,,,,17,22
193.645,,,,,22,34
193.65,,,,,24,25
193.655,,,,,31,35
193.66,,,,,25,31
193.665,,,,,30,24
193.67,,,,,30,20
193.675,,,,,32,36
193.68,,,,,32,34
193.685,,,,,23,26
193.69,,,,,20,28
193.695,,,,,27,32
193.7,,,,,35,32
193.705,,,,,23,26
193.71,,,,,25,35
193.715,,,,,30,26
193.72,,,,,26,37
193.725,,,,,33,30
193.73,,,,,29,30
193.735,,,,,30,33
193.74,,,,,39,31
193.745,,,,,35,29
193.75,,,,,23,19
193.755,,,,,27,31
193.76,,,,,27,38
193.765,,,,,30,30
193.77,,,,,24,26
193.775,,,,,25,27
193.78,,,,,26,34
193.785,,,,,26,29
193.79,,,,,32,28
193.795,,,,,22,23
193.8,,,,,26,28
193.805,,,,,14,15
193.81,,,,,25,31
193.815,,,,,29,19
193.82,,,,,20,24
193.825,,,,,25,21
193.83,,,,,16,23
193.835,,,,,24,22
193.84,,,,,29,24
193.845,,,,,23,27
193.85,,,,,29,28
193.855,,,,,26,16
193.86,,,,,28,29
193.865,,,,,18,24
193.87,,,,,30,26
193.875,,,,,31,27
193.88,,,,,29,19
193.885,,,,,30,26
193.89,,,,,23,30
193.895,,,,,17,24
193.9,,,,,31,26
193.905,,,,,13,40
193.91,,,,,32,25
193.915,,,,,30,26
193.92,,,,,24,24
193.925,,,,,31,27
193.93,,,,,25,22
193.935,,,,,27,23
193.94,,,,,23,24
193.945,,,,,26,28
193.95,,,,,24,23
193.955,,,,,30,24
193.96,,,,,22,34
193.965,,,,,23,27
193.97,,,,,16,31
193.975,,,,,23,27
193.98,,,,,13,24
193.985,,,,,19,19
193.99,,,,,21,23
193.995,,,,,21,25
194,,,,,19,19
194.005,,,,,19,16
194.01,,,,,25,17
194.015,,,,,21,22
194.02,,,,,19,26
194.025,,,,,29,33
194.03,,,,,29,21
194.035,,,,,22,22
194.04,,,,,18,16
194.045,,,,,15,29
194.05,,,,,19,21
194.055,,,,,19,16
194.06,,,,,25,19
194.065,,,,,26,12
194.07,,,,,23,19
194.075,,,,,20,20
194.08,,,,,17,32
194.085,,,,,22,32
194.09,,,,,14,23
194.095,,,,,18,15
194.1,,,,,24,16
194.105,,,,,19,30
194.11,,,,,28,32
194.115,,,,,31,31
194.12,,,,,18,29
194.125,,,,,22,27
194.13,,,,,14,23
194.135,,,,,17,29
194.14,,,,,21,26
194.145,,,,,18,31
194.15,,,,,24,29
194.155,,,,,29,21
194.16,,,,,23,31
194.165,,,,,18,26
194.17,,,,,15,17
194.175,,,,,22,18
194.18,,,,,18,22
194.185,,,,,19,23
