L-value,Fe (2TAPL),Fe (4TAPL),"AlmO, int (2TAPL), 1 Acm","AlmO, int (4TAPL), 1 Acm","And, int (2TAPL), 1 Acm","And, int (4TAPL), 1 Acm","AlmO, diff (2TAPL), 1 Acm","AlmO, diff (4TAPL), 1 Acm","And, diff (2TAPL), 1 Acm","And, diff (4TAPL), 1 Acm","AlmO, int (2TAPL), 4 Acm","AlmO, int (4TAPL), 4 Acm","And, int (2TAPL), 4 Acm","And, int (4TAPL), 4 Acm"
184.50000,47,39,11.00000,17.00000,22.00000,26.00000,26.00000,39,27,34,88,115,86,97
184.51000,37,54,16.00000,11.00000,18.00000,31.00000,31.00000,28,21,31,92,123,63,113
184.52000,50,45,13.00000,9.00000,22.00000,17.00000,17.00000,40,19,21,87,118,76,96
184.53000,35,50,13.00000,22.00000,13.00000,28.00000,28.00000,37,18,29,85,114,59,98
184.54000,40,50,16.00000,20.00000,16.00000,23.00000,23.00000,35,17,22,111,132,81,127
184.55000,36,56,19.00000,22.00000,18.00000,35.00000,35.00000,36,15,29,89,135,80,105
184.56000,45,62,18.00000,21.00000,21.00000,17.00000,17.00000,38,21,26,92,127,92,92
184.57000,40,45,18.00000,27.00000,20.00000,18.00000,18.00000,36,12,28,100,137,71,101
184.58000,41,44,13.00000,24.00000,13.00000,33.00000,33.00000,28,11,27,109,133,84,101
184.59000,36,47,9.00000,19.00000,17.00000,30.00000,30.00000,30,18,20,103,129,84,103
184.60000,50,51,16.00000,27.00000,17.00000,26.00000,26.00000,27,19,24,98,134,75,88
184.61000,37,50,10.00000,19.00000,18.00000,23.00000,23.00000,26,23,32,95,129,74,117
184.62000,39,55,14.00000,19.00000,17.00000,32.00000,32.00000,31,21,27,109,122,90,96
184.63000,49,41,9.00000,21.00000,20.00000,27.00000,27.00000,26,17,26,107,108,78,97
184.64000,39,57,17.00000,25.00000,18.00000,26.00000,26.00000,28,15,24,88,152,83,107
184.65000,34,58,16.00000,25.00000,18.00000,27.00000,27.00000,28,19,20,91,126,72,123
184.66000,46,56,12.00000,23.00000,16.00000,33.00000,33.00000,25,19,19,87,128,70,114
184.67000,42,55,13.00000,20.00000,11.00000,26.00000,26.00000,34,28,18,101,130,73,123
184.68000,51,60,19.00000,17.00000,12.00000,27.00000,27.00000,35,24,33,103,121,99,102
184.69000,42,52,22.00000,13.00000,18.00000,27.00000,27.00000,23,17,22,96,126,63,103
184.70000,46,49,19.00000,22.00000,24.00000,35.00000,35.00000,27,15,21,116,128,82,109
184.71000,34,50,18.00000,13.00000,16.00000,30.00000,30.00000,42,15,25,87,125,87,99
184.72000,38,58,19.00000,24.00000,27.00000,32.00000,32.00000,32,14,18,96,116,72,105
184.73000,40,55,11.00000,26.00000,22.00000,25.00000,25.00000,39,13,20,99,144,77,101
184.74000,45,62,17.00000,14.00000,19.00000,19.00000,19.00000,34,18,30,100,119,91,99
184.75000,33,51,7.00000,13.00000,24.00000,42.00000,42.00000,33,16,28,91,147,73,130
184.76000,48,42,20.00000,21.00000,25.00000,38.00000,38.00000,30,20,28,115,135,70,88
184.77000,43,44,16.00000,15.00000,24.00000,29.00000,29.00000,29,16,27,87,163,74,108
184.78000,39,53,19.00000,11.00000,20.00000,37.00000,37.00000,36,12,31,103,139,83,110
184.79000,32,46,17.00000,23.00000,30.00000,33.00000,33.00000,33,22,22,107,124,75,99
184.80000,37,58,18.00000,18.00000,21.00000,30.00000,30.00000,31,23,29,108,130,84,117
184.81000,38,45,22.00000,15.00000,25.00000,33.00000,33.00000,54,21,18,98,139,74,121
184.82000,35,48,12.00000,16.00000,21.00000,33.00000,33.00000,29,18,26,102,144,74,111
184.83000,35,50,20.00000,21.00000,18.00000,39.00000,39.00000,37,22,28,95,120,68,106
184.84000,37,45,17.00000,20.00000,25.00000,32.00000,32.00000,30,20,27,102,135,80,92
184.85000,38,47,14.00000,18.00000,27.00000,30.00000,30.00000,27,15,31,99,130,89,106
184.86000,36,69,20.00000,16.00000,27.00000,38.00000,38.00000,33,17,27,93,151,84,119
184.87000,46,50,14.00000,22.00000,31.00000,38.00000,38.00000,32,8,36,96,130,70,100
184.88000,31,50,18.00000,20.00000,21.00000,20.00000,20.00000,37,17,21,100,139,85,119
184.89000,40,67,19.00000,16.00000,18.00000,23.00000,23.00000,38,13,30,101,132,79,103
184.90000,40,61,18.00000,23.00000,22.00000,37.00000,37.00000,35,22,23,82,133,84,111
184.91000,47,57,21.00000,21.00000,16.00000,48.00000,48.00000,29,17,30,95,119,71,102
184.92000,46,39,15.00000,26.00000,24.00000,41.00000,41.00000,34,19,28,131,132,82,104
184.93000,50,56,14.00000,29.00000,20.00000,30.00000,30.00000,28,16,29,93,130,78,118
184.94000,38,61,18.00000,29.00000,25.00000,46.00000,46.00000,27,21,20,101,127,79,100
184.95000,40,55,12.00000,20.00000,29.00000,48.00000,48.00000,41,16,34,93,134,79,104
184.96000,39,65,12.00000,17.00000,29.00000,32.00000,32.00000,31,14,21,101,121,64,109
184.97000,41,60,16.00000,28.00000,27.00000,35.00000,35.00000,26,23,25,104,142,92,100
184.98000,36,43,13.00000,23.00000,29.00000,21.00000,21.00000,29,17,26,81,138,75,117
184.99000,44,44,13.00000,25.00000,34.00000,27.00000,27.00000,33,21,31,91,130,65,122
185.00000,50,47,18.00000,17.00000,22.00000,29.00000,29.00000,30,27,34,78,129,97,107
185.01000,39,59,22.00000,25.00000,19.00000,35.00000,35.00000,37,23,27,89,135,62,116
185.02000,38,45,16.00000,20.00000,24.00000,42.00000,42.00000,35,20,38,105,147,71,89
185.03000,43,39,16.00000,29.00000,32.00000,30.00000,30.00000,32,13,26,87,156,83,103
185.04000,49,58,18.00000,29.00000,25.00000,30.00000,30.00000,38,21,33,106,141,76,100
185.05000,26,50,17.00000,19.00000,24.00000,19.00000,19.00000,27,29,35,90,140,78,111
185.06000,37,56,17.00000,17.00000,32.00000,34.00000,34.00000,35,22,32,107,151,83,93
185.07000,39,60,23.00000,27.00000,26.00000,56.00000,56.00000,29,24,33,102,117,77,117
185.08000,50,54,10.00000,23.00000,28.00000,32.00000,32.00000,33,18,25,101,154,72,109
185.09000,33,47,11.00000,24.00000,28.00000,29.00000,29.00000,30,20,35,101,129,95,107
185.10000,45,49,24.00000,22.00000,27.00000,30.00000,30.00000,35,19,36,85,115,66,111
185.11000,36,63,16.00000,29.00000,23.00000,38.00000,38.00000,31,27,25,101,141,84,101
185.12000,38,55,22.00000,27.00000,33.00000,43.00000,43.00000,32,17,20,99,144,84,114
185.13000,38,51,25.00000,32.00000,34.00000,39.00000,39.00000,38,18,35,106,119,82,91
185.14000,50,63,19.00000,27.00000,24.00000,25.00000,25.00000,40,22,25,101,144,85,117
185.15000,41,53,28.00000,24.00000,28.00000,41.00000,41.00000,50,13,41,98,130,85,130
185.16000,39,51,13.00000,24.00000,32.00000,30.00000,30.00000,38,20,31,92,123,98,135
185.17000,40,61,20.00000,27.00000,39.00000,37.00000,37.00000,30,9,28,113,125,60,114
185.18000,41,44,24.00000,25.00000,18.00000,37.00000,37.00000,41,18,31,93,131,84,107
185.19000,43,57,23.00000,28.00000,40.00000,28.00000,28.00000,27,11,37,88,127,80,110
185.20000,43,52,22.00000,24.00000,34.00000,41.00000,41.00000,27,16,25,110,139,74,109
185.21000,40,54,22.00000,33.00000,31.00000,43.00000,43.00000,36,27,20,112,135,78,117
185.22000,46,43,25.00000,35.00000,32.00000,44.00000,44.00000,28,8,19,118,121,85,108
185.23000,43,63,11.00000,35.00000,39.00000,37.00000,37.00000,27,22,26,106,113,80,112
185.24000,41,54,19.00000,24.00000,38.00000,58.00000,58.00000,36,10,31,82,143,70,113
185.25000,25,43,17.00000,17.00000,15.00000,45.00000,45.00000,29,19,30,95,126,76,128
185.26000,41,54,21.00000,31.00000,22.00000,49.00000,49.00000,33,16,28,100,150,103,135
185.27000,49,55,27.00000,28.00000,25.00000,46.00000,46.00000,29,19,35,101,139,88,113
185.28000,36,47,23.00000,27.00000,25.00000,33.00000,33.00000,35,19,21,91,129,76,121
185.29000,40,50,22.00000,19.00000,37.00000,43.00000,43.00000,29,19,30,95,115,81,117
185.30000,36,64,20.00000,27.00000,39.00000,47.00000,47.00000,41,24,28,84,131,75,115
185.31000,44,55,16.00000,26.00000,33.00000,41.00000,41.00000,42,22,22,101,137,111,112
185.32000,46,59,18.00000,26.00000,22.00000,33.00000,33.00000,36,17,27,103,155,80,137
185.33000,32,61,21.00000,27.00000,36.00000,36.00000,36.00000,36,29,29,101,160,74,132
185.34000,43,59,22.00000,24.00000,24.00000,53.00000,53.00000,24,11,23,85,144,74,133
185.35000,43,66,25.00000,34.00000,31.00000,32.00000,32.00000,32,26,28,114,155,89,121
185.36000,45,46,17.00000,20.00000,26.00000,47.00000,47.00000,31,22,18,111,137,91,123
185.37000,33,57,26.00000,26.00000,38.00000,28.00000,28.00000,33,17,43,91,121,95,120
185.38000,60,47,27.00000,34.00000,30.00000,57.00000,57.00000,36,23,21,95,133,80,121
185.39000,41,54,24.00000,49.00000,41.00000,40.00000,40.00000,21,30,22,111,127,73,139
185.40000,45,73,16.00000,33.00000,27.00000,50.00000,50.00000,33,23,30,96,137,75,124
185.41000,52,50,27.00000,17.00000,37.00000,37.00000,37.00000,32,22,23,113,140,70,111
185.42000,34,63,25.00000,43.00000,29.00000,33.00000,33.00000,42,24,32,113,122,93,129
185.43000,44,41,22.00000,25.00000,35.00000,44.00000,44.00000,39,25,25,90,140,81,128
185.44000,35,54,19.00000,35.00000,27.00000,58.00000,58.00000,33,16,40,101,134,85,112
185.45000,45,46,16.00000,34.00000,22.00000,36.00000,36.00000,35,19,27,105,110,82,113
185.46000,41,45,26.00000,35.00000,35.00000,49.00000,49.00000,40,21,21,88,144,87,146
185.47000,54,49,23.00000,21.00000,34.00000,53.00000,53.00000,29,26,17,97,160,84,125
185.48000,41,55,22.00000,29.00000,35.00000,57.00000,57.00000,34,26,34,123,144,88,116
185.49000,37,49,29.00000,28.00000,32.00000,47.00000,47.00000,36,15,28,93,153,89,101
185.50000,34,64,28.00000,27.00000,40.00000,49.00000,49.00000,29,12,25,114,147,87,141
185.51000,36,53,28.00000,37.00000,41.00000,38.00000,38.00000,34,19,35,103,134,79,117
185.52000,37,62,20.00000,25.00000,31.00000,53.00000,53.00000,29,18,33,106,138,84,115
185.53000,51,53,19.00000,36.00000,44.00000,63.00000,63.00000,28,22,33,100,138,95,105
185.54000,48,70,22.00000,27.00000,41.00000,58.00000,58.00000,37,28,26,110,142,79,98
185.55000,40,57,30.00000,38.00000,29.00000,50.00000,50.00000,31,22,22,104,134,77,120
185.56000,40,56,20.00000,37.00000,32.00000,57.00000,57.00000,32,17,27,109,139,82,112
185.57000,32,67,21.00000,36.00000,27.00000,46.00000,46.00000,33,16,26,121,142,85,113
185.58000,44,56,15.00000,32.00000,26.00000,50.00000,50.00000,40,17,43,117,133,99,101
185.59000,51,50,21.00000,24.00000,30.00000,45.00000,45.00000,41,15,27,83,136,68,128
185.60000,47,46,30.00000,30.00000,32.00000,49.00000,49.00000,40,21,21,106,149,80,121
185.61000,36,55,33.00000,35.00000,37.00000,48.00000,48.00000,33,13,22,100,139,80,116
185.62000,36,49,30.00000,34.00000,32.00000,47.00000,47.00000,41,26,24,114,152,78,132
185.63000,47,50,27.00000,33.00000,38.00000,50.00000,50.00000,24,34,25,95,137,100,108
185.64000,48,55,27.00000,32.00000,37.00000,48.00000,48.00000,36,16,28,104,143,88,119
185.65000,47,55,22.00000,27.00000,43.00000,48.00000,48.00000,35,20,16,99,133,75,129
185.66000,43,43,21.00000,36.00000,38.00000,56.00000,56.00000,44,19,47,107,118,81,111
185.67000,48,45,26.00000,38.00000,45.00000,52.00000,52.00000,32,18,36,101,135,91,99
185.68000,36,48,27.00000,44.00000,32.00000,53.00000,53.00000,47,18,36,87,112,75,129
185.69000,35,61,23.00000,50.00000,33.00000,49.00000,49.00000,30,15,38,86,152,87,115
185.70000,57,47,33.00000,31.00000,34.00000,55.00000,55.00000,35,13,25,106,152,96,128
185.71000,33,62,26.00000,39.00000,40.00000,57.00000,57.00000,34,18,27,102,166,92,134
185.72000,40,56,20.00000,47.00000,43.00000,60.00000,60.00000,47,16,32,98,128,76,104
185.73000,36,58,28.00000,38.00000,36.00000,47.00000,47.00000,39,19,17,95,144,97,133
185.74000,53,71,34.00000,27.00000,42.00000,42.00000,42.00000,27,19,24,112,143,78,127
185.75000,35,51,23.00000,25.00000,44.00000,52.00000,52.00000,35,28,29,118,138,90,138
185.76000,35,66,24.00000,37.00000,38.00000,49.00000,49.00000,36,27,34,99,151,95,134
185.77000,34,62,23.00000,32.00000,41.00000,50.00000,50.00000,34,17,32,104,152,84,128
185.78000,43,51,30.00000,38.00000,49.00000,50.00000,50.00000,39,23,20,110,162,89,108
185.79000,41,65,20.00000,29.00000,39.00000,47.00000,47.00000,29,18,34,105,145,74,118
185.80000,47,60,26.00000,50.00000,46.00000,52.00000,52.00000,38,20,34,119,152,105,133
185.81000,40,58,29.00000,34.00000,30.00000,65.00000,65.00000,40,16,29,92,133,87,116
185.82000,36,58,41.00000,38.00000,43.00000,60.00000,60.00000,35,17,29,106,158,77,137
185.83000,34,55,31.00000,34.00000,52.00000,55.00000,55.00000,37,19,31,104,158,77,122
185.84000,44,64,33.00000,38.00000,49.00000,61.00000,61.00000,38,17,23,95,145,91,122
185.85000,38,46,37.00000,43.00000,36.00000,55.00000,55.00000,43,18,30,104,148,82,110
185.86000,52,41,26.00000,43.00000,38.00000,50.00000,50.00000,28,29,24,97,159,89,137
185.87000,29,54,30.00000,45.00000,44.00000,59.00000,59.00000,35,14,42,91,161,90,116
185.88000,50,55,38.00000,37.00000,43.00000,46.00000,46.00000,35,16,30,70,151,88,121
185.89000,35,65,32.00000,37.00000,46.00000,57.00000,57.00000,36,20,32,87,122,79,98
185.90000,48,66,18.00000,39.00000,48.00000,48.00000,48.00000,27,26,26,94,158,81,123
185.91000,43,50,22.00000,48.00000,30.00000,55.00000,55.00000,35,20,26,95,137,92,131
185.92000,41,62,30.00000,21.00000,47.00000,55.00000,55.00000,28,18,37,113,146,65,139
185.93000,50,50,25.00000,57.00000,41.00000,59.00000,59.00000,47,25,37,110,149,87,126
185.94000,51,57,26.00000,41.00000,39.00000,57.00000,57.00000,31,13,28,112,137,96,141
185.95000,49,54,30.00000,36.00000,52.00000,58.00000,58.00000,39,19,37,111,151,89,127
185.96000,42,64,26.00000,35.00000,41.00000,55.00000,55.00000,42,27,36,110,132,99,148
185.97000,49,61,24.00000,51.00000,51.00000,63.00000,63.00000,39,16,32,123,147,83,128
185.98000,30,57,28.00000,42.00000,40.00000,53.00000,53.00000,35,27,44,95,149,87,145
185.99000,31,48,30.00000,48.00000,38.00000,55.00000,55.00000,30,17,34,97,159,81,139
186.00000,39,70,19.00000,43.00000,56.00000,54.00000,54.00000,43,19,41,116,136,82,159
186.01000,33,57,29.00000,57.00000,48.00000,74.00000,74.00000,42,28,31,98,154,95,151
186.02000,32,62,29.00000,36.00000,53.00000,39.00000,39.00000,35,24,41,117,143,79,108
186.03000,43,52,29.00000,35.00000,46.00000,60.00000,60.00000,39,18,31,94,136,85,130
186.04000,49,55,37.00000,38.00000,50.00000,53.00000,53.00000,34,21,36,103,144,76,121
186.05000,36,49,33.00000,37.00000,40.00000,60.00000,60.00000,58,18,38,113,175,77,154
186.06000,38,44,24.00000,39.00000,42.00000,55.00000,55.00000,46,20,42,117,171,83,119
186.07000,46,52,29.00000,44.00000,46.00000,48.00000,48.00000,36,26,26,108,152,89,139
186.08000,33,52,37.00000,49.00000,49.00000,55.00000,55.00000,35,14,34,101,163,95,145
186.09000,45,57,34.00000,47.00000,45.00000,51.00000,51.00000,35,11,36,115,151,78,112
186.10000,52,50,30.00000,46.00000,50.00000,55.00000,55.00000,37,18,29,111,149,88,140
186.11000,46,54,20.00000,55.00000,37.00000,68.00000,68.00000,42,16,27,105,172,84,156
186.12000,38,72,29.00000,35.00000,39.00000,69.00000,69.00000,40,19,44,114,150,80,124
186.13000,50,41,45.00000,46.00000,51.00000,63.00000,63.00000,49,18,39,97,150,83,149
186.14000,43,53,30.00000,35.00000,46.00000,67.00000,67.00000,37,18,37,113,135,99,138
186.15000,44,50,41.00000,46.00000,52.00000,57.00000,57.00000,35,29,28,105,164,90,138
186.16000,25,62,35.00000,54.00000,42.00000,71.00000,71.00000,40,17,35,105,149,86,125
186.17000,42,48,36.00000,44.00000,51.00000,72.00000,72.00000,21,20,35,100,136,89,120
186.18000,41,53,34.00000,48.00000,58.00000,76.00000,76.00000,31,22,37,97,145,89,141
186.19000,43,61,39.00000,50.00000,45.00000,61.00000,61.00000,41,22,38,113,147,82,128
186.20000,43,62,43.00000,62.00000,50.00000,67.00000,67.00000,31,18,27,101,154,87,151
186.21000,51,57,32.00000,37.00000,53.00000,61.00000,61.00000,35,24,35,100,156,92,123
186.22000,44,56,30.00000,46.00000,51.00000,67.00000,67.00000,31,31,35,104,157,81,144
186.23000,44,45,25.00000,48.00000,55.00000,65.00000,65.00000,40,23,34,118,147,82,134
186.24000,32,60,41.00000,42.00000,51.00000,68.00000,68.00000,38,27,36,93,143,84,154
186.25000,52,50,42.00000,42.00000,44.00000,73.00000,73.00000,37,18,26,102,183,93,139
186.26000,41,67,33.00000,44.00000,56.00000,69.00000,69.00000,33,29,36,98,153,89,154
186.27000,39,49,41.00000,40.00000,40.00000,71.00000,71.00000,45,11,30,120,141,78,152
186.28000,51,44,28.00000,48.00000,44.00000,59.00000,59.00000,35,12,31,108,130,86,142
186.29000,52,58,42.00000,57.00000,53.00000,70.00000,70.00000,33,21,39,95,172,89,156
186.30000,43,61,40.00000,67.00000,44.00000,83.00000,83.00000,48,22,32,107,169,78,125
186.31000,44,61,34.00000,52.00000,50.00000,71.00000,71.00000,56,32,39,97,158,91,144
186.32000,38,69,33.00000,53.00000,47.00000,78.00000,78.00000,37,25,36,126,163,91,143
186.33000,51,57,34.00000,50.00000,46.00000,68.00000,68.00000,42,18,41,96,154,86,155
186.34000,44,58,43.00000,52.00000,50.00000,82.00000,82.00000,29,20,46,111,153,92,120
186.35000,37,55,35.00000,56.00000,51.00000,75.00000,75.00000,51,26,34,106,136,87,149
186.36000,39,62,41.00000,42.00000,46.00000,65.00000,65.00000,41,20,35,128,163,98,146
186.37000,51,61,34.00000,36.00000,46.00000,74.00000,74.00000,33,18,35,129,142,89,143
186.38000,38,49,47.00000,54.00000,48.00000,76.00000,76.00000,34,16,28,96,138,82,149
186.39000,50,48,26.00000,44.00000,61.00000,88.00000,88.00000,34,21,44,108,162,104,138
186.40000,41,77,35.00000,37.00000,41.00000,73.00000,73.00000,32,20,36,87,150,91,128
186.41000,52,59,44.00000,49.00000,52.00000,61.00000,61.00000,47,22,44,99,166,87,153
186.42000,38,59,31.00000,54.00000,62.00000,62.00000,62.00000,48,19,27,115,158,95,121
186.43000,45,52,26.00000,64.00000,60.00000,83.00000,83.00000,33,23,46,103,149,109,169
186.44000,40,71,31.00000,58.00000,54.00000,85.00000,85.00000,44,22,29,111,172,74,133
186.45000,40,56,34.00000,57.00000,51.00000,77.00000,77.00000,48,23,39,110,160,78,144
186.46000,37,44,38.00000,58.00000,56.00000,78.00000,78.00000,46,25,30,114,167,76,144
186.47000,44,54,37.00000,49.00000,52.00000,88.00000,88.00000,32,17,37,97,128,79,163
186.48000,37,74,42.00000,57.00000,56.00000,68.00000,68.00000,44,23,32,97,156,102,130
186.49000,49,52,29.00000,52.00000,57.00000,83.00000,83.00000,27,22,36,102,149,95,158
186.50000,32,62,40.00000,57.00000,55.00000,89.00000,89.00000,48,37,32,102,169,91,142
186.51000,61,51,34.00000,45.00000,70.00000,97.00000,97.00000,36,30,34,113,166,84,157
186.52000,54,61,41.00000,53.00000,42.00000,102.00000,102.00000,36,25,37,114,166,98,144
186.53000,55,60,48.00000,53.00000,59.00000,79.00000,79.00000,35,16,48,130,146,108,143
186.54000,57,50,37.00000,66.00000,50.00000,75.00000,75.00000,44,20,41,123,143,88,149
186.55000,54,58,38.00000,54.00000,44.00000,70.00000,70.00000,41,16,44,118,161,89,155
186.56000,41,60,35.00000,50.00000,65.00000,98.00000,98.00000,45,17,37,113,149,74,160
186.57000,41,65,48.00000,73.00000,59.00000,82.00000,82.00000,38,24,34,110,128,102,174
186.58000,57,50,41.00000,68.00000,52.00000,73.00000,73.00000,24,20,39,123,192,87,145
186.59000,49,61,44.00000,75.00000,69.00000,67.00000,67.00000,45,15,37,103,170,92,140
186.60000,54,59,30.00000,60.00000,59.00000,89.00000,89.00000,55,25,41,118,163,79,141
186.61000,43,63,36.00000,44.00000,66.00000,76.00000,76.00000,45,16,40,99,156,81,160
186.62000,34,57,39.00000,62.00000,67.00000,77.00000,77.00000,41,15,28,120,145,80,147
186.63000,43,56,40.00000,54.00000,68.00000,84.00000,84.00000,39,21,38,134,151,97,136
186.64000,46,65,33.00000,55.00000,58.00000,80.00000,80.00000,34,26,35,106,179,91,140
186.65000,44,58,39.00000,70.00000,64.00000,82.00000,82.00000,35,14,39,120,149,107,149
186.66000,42,73,25.00000,79.00000,66.00000,72.00000,72.00000,37,16,32,107,159,99,168
186.67000,48,46,39.00000,65.00000,60.00000,91.00000,91.00000,44,17,37,104,171,102,152
186.68000,37,54,52.00000,63.00000,62.00000,113.00000,113.00000,46,26,34,109,141,112,169
186.69000,28,61,33.00000,71.00000,58.00000,79.00000,79.00000,45,28,42,120,157,90,147
186.70000,39,44,39.00000,77.00000,67.00000,74.00000,74.00000,37,39,49,104,188,91,159
186.71000,40,74,39.00000,70.00000,53.00000,95.00000,95.00000,39,24,42,114,182,84,138
186.72000,37,60,44.00000,88.00000,63.00000,93.00000,93.00000,36,29,37,117,172,100,148
186.73000,53,69,41.00000,74.00000,57.00000,106.00000,106.00000,49,30,37,119,139,101,144
186.74000,48,57,44.00000,77.00000,63.00000,97.00000,97.00000,38,30,52,107,164,98,157
186.75000,49,59,54.00000,70.00000,62.00000,101.00000,101.00000,30,18,38,124,148,89,175
186.76000,60,70,49.00000,66.00000,75.00000,82.00000,82.00000,42,30,44,122,164,95,165
186.77000,39,49,44.00000,72.00000,74.00000,80.00000,80.00000,39,31,29,107,167,97,145
186.78000,45,59,42.00000,67.00000,83.00000,95.00000,95.00000,42,30,28,123,176,90,149
186.79000,41,62,51.00000,83.00000,85.00000,98.00000,98.00000,50,35,41,113,178,103,156
186.80000,41,55,46.00000,81.00000,66.00000,107.00000,107.00000,42,23,36,125,172,91,156
186.81000,40,56,49.00000,61.00000,74.00000,91.00000,91.00000,40,25,34,112,173,89,148
186.82000,44,49,42.00000,87.00000,70.00000,117.00000,117.00000,46,31,50,118,166,89,163
186.83000,31,59,66.00000,72.00000,71.00000,94.00000,94.00000,46,19,40,113,154,94,159
186.84000,32,54,39.00000,71.00000,72.00000,116.00000,116.00000,41,31,34,118,163,99,174
186.85000,35,45,39.00000,86.00000,57.00000,107.00000,107.00000,38,18,33,105,159,104,166
186.86000,54,67,46.00000,101.00000,58.00000,95.00000,95.00000,50,25,40,117,168,105,166
186.87000,51,59,45.00000,82.00000,72.00000,106.00000,106.00000,38,26,34,124,146,93,174
186.88000,49,55,42.00000,74.00000,77.00000,107.00000,107.00000,34,26,40,116,173,89,161
186.89000,36,48,44.00000,98.00000,60.00000,112.00000,112.00000,46,34,38,125,179,100,153
186.90000,38,58,38.00000,77.00000,80.00000,108.00000,108.00000,56,22,37,114,169,115,174
186.91000,31,66,50.00000,75.00000,66.00000,104.00000,104.00000,30,23,45,119,161,100,161
186.92000,42,83,49.00000,72.00000,63.00000,117.00000,117.00000,33,30,42,123,163,106,164
186.93000,43,48,46.00000,80.00000,70.00000,135.00000,135.00000,52,30,44,101,176,102,143
186.94000,46,62,50.00000,85.00000,69.00000,116.00000,116.00000,53,19,42,122,176,102,168
186.95000,42,64,55.00000,89.00000,83.00000,124.00000,124.00000,56,18,33,113,177,109,185
186.96000,45,76,47.00000,74.00000,86.00000,119.00000,119.00000,41,18,42,111,129,86,167
186.97000,40,71,38.00000,88.00000,67.00000,108.00000,108.00000,40,24,40,116,170,107,157
186.98000,52,62,54.00000,83.00000,76.00000,116.00000,116.00000,29,23,33,120,172,109,159
186.99000,34,71,49.00000,91.00000,77.00000,123.00000,123.00000,38,38,40,99,182,110,158
187.00000,48,69,45.00000,85.00000,85.00000,144.00000,144.00000,41,23,38,131,191,109,173
187.01000,46,69,63.00000,96.00000,64.00000,153.00000,153.00000,43,32,51,125,139,124,190
187.02000,41,59,38.00000,101.00000,81.00000,130.00000,130.00000,34,25,47,114,188,96,164
187.03000,46,55,53.00000,123.00000,76.00000,142.00000,142.00000,55,23,39,113,181,105,156
187.04000,38,68,56.00000,93.00000,79.00000,118.00000,118.00000,51,26,49,112,159,114,177
187.05000,42,57,53.00000,82.00000,80.00000,143.00000,143.00000,37,27,32,134,166,90,187
187.06000,39,71,50.00000,109.00000,78.00000,150.00000,150.00000,49,29,50,111,172,102,174
187.07000,47,72,49.00000,97.00000,81.00000,149.00000,149.00000,33,29,34,122,175,107,173
187.08000,48,61,51.00000,93.00000,82.00000,130.00000,130.00000,40,25,37,127,171,122,167
187.09000,37,53,52.00000,94.00000,70.00000,141.00000,141.00000,32,27,33,134,192,90,161
187.10000,30,55,55.00000,113.00000,86.00000,163.00000,163.00000,47,15,47,109,169,103,174
187.11000,52,49,55.00000,106.00000,90.00000,157.00000,157.00000,43,30,54,120,183,104,174
187.12000,54,67,66.00000,115.00000,89.00000,168.00000,168.00000,41,29,49,132,176,96,200
187.13000,46,64,58.00000,97.00000,69.00000,157.00000,157.00000,36,26,46,124,180,100,175
187.14000,42,52,65.00000,114.00000,76.00000,179.00000,179.00000,44,23,45,99,172,106,180
187.15000,46,54,59.00000,96.00000,93.00000,161.00000,161.00000,39,29,49,120,178,90,187
187.16000,45,67,55.00000,99.00000,88.00000,147.00000,147.00000,39,17,42,134,171,97,165
187.17000,53,51,72.00000,131.00000,95.00000,150.00000,150.00000,50,30,31,135,181,96,170
187.18000,44,60,66.00000,112.00000,81.00000,167.00000,167.00000,39,28,40,106,153,97,186
187.19000,43,62,59.00000,117.00000,77.00000,164.00000,164.00000,39,23,41,114,178,112,162
187.20000,58,65,68.00000,96.00000,110.00000,184.00000,184.00000,34,25,51,114,146,92,155
187.21000,54,52,72.00000,118.00000,105.00000,177.00000,177.00000,47,28,39,110,178,97,179
187.22000,47,71,59.00000,105.00000,108.00000,175.00000,175.00000,52,27,49,137,181,116,157
187.23000,49,47,65.00000,111.00000,92.00000,194.00000,194.00000,47,38,37,121,186,93,171
187.24000,47,64,58.00000,140.00000,94.00000,177.00000,177.00000,45,20,45,141,212,102,169
187.25000,43,61,66.00000,145.00000,121.00000,156.00000,156.00000,34,25,46,107,168,101,181
187.26000,39,67,49.00000,130.00000,110.00000,189.00000,189.00000,39,22,39,103,180,102,178
187.27000,52,69,60.00000,125.00000,121.00000,204.00000,204.00000,36,27,37,114,183,123,188
187.28000,46,61,63.00000,154.00000,103.00000,200.00000,200.00000,39,32,53,113,163,111,186
187.29000,35,61,79.00000,132.00000,100.00000,193.00000,193.00000,40,23,51,122,168,125,182
187.30000,35,50,88.00000,125.00000,108.00000,206.00000,206.00000,45,26,37,117,173,105,188
187.31000,36,51,81.00000,142.00000,131.00000,212.00000,212.00000,59,30,49,113,153,105,201
187.32000,43,55,83.00000,162.00000,112.00000,209.00000,209.00000,39,26,48,118,190,99,168
187.33000,39,56,75.00000,131.00000,122.00000,224.00000,224.00000,43,17,51,112,173,113,181
187.34000,47,68,80.00000,150.00000,110.00000,214.00000,214.00000,48,24,51,123,190,90,180
187.35000,39,69,70.00000,145.00000,115.00000,231.00000,231.00000,42,24,49,112,169,117,164
